title,text,subject,date,label
DIRTY POOL! FBI AND DOJ Just Affirmed They Spied On Trump WITHOUT Proving Dossier’s Authenticity,"How dirty is this? The powers-that-be at the intelligence agencies didn t follow the proper channels before opening up spying on the Trump campaign! They needed proof that the Trump dossier is authentic but never received that proof. They moved forward with the spying anyway! What dirty rats these Democrats are!FBI and Justice Department officials have told congressional investigators in recent days that they have not been able to verify or corroborate the substantive allegations of collusion between Russia and the Trump campaign outlined in the Trump dossier.The FBI received the first installment of the dossier in July 2016. It received later installments as they were written at the height of the presidential campaign, which means the bureau has had more than a year to investigate the allegations in the document.The dossier was financed by the Hillary Clinton campaign and compiled by former British spy Christopher Steele.An August 24, 2017 subpoena from the House Intelligence Committee to the FBI and Justice Department asked for information on the bureau s efforts to validate the dossier. Specifically, the subpoena demanded  any documents, if they exist, that memorialize DOJ and/or FBI efforts to corroborate, validate, or evaluate information provided by Mr. Steele and/or sub-sources and/or contained in the  Trump Dossier. According to sources familiar with the matter, neither the FBI nor the Justice Department has provided documents in response to that part of the committee s subpoena. But in face-to-face briefings with congressional staff, according to those sources, FBI and DOJ officials have said they cannot verify the dossier s charges of a conspiracy between the Russian government and the Trump campaign.Read more: WE",politics,"Nov 20, 2017",0
[VIDEO] WHAT JERRY SEINFELD HAS TO SAY ABOUT OVERLY PC COLLEGE KIDS WILL MAKE THE LEFT CRAZY,"Kids Just Want To Use Words  That s racist, that s sexist.  They don t even know what they re talking about Like Chris Rock and Larry the Cable Guy, Jerry Seinfeld avoids doing shows on college campuses. And while talking with ESPN s Colin Cowherd on Thursday, the comedian revealed why: College kids today are too politically correct. I hear that all the time,  Seinfeld said on The Herd with Colin Cowherd.  I don t play colleges, but I hear a lot of people tell me,  Don t go near colleges. They re so PC. Seinfeld says teens and college-aged kids don t understand what it means to throw around certain politically-correct terms.  They just want to use these words:  That s racist;   That s sexist;   That s prejudice,  he said.  They don t know what the f k they re talking about. The funnyman went on to recount a conversation he and his wife had with their 14-year-old daughter, which he believes proved his point. My wife says to her,  Well, you know, in the next couple years, I think maybe you re going to want to be hanging around the city more on the weekends, so you can see boys,  Seinfeld recalled.  You know what my daughter says? She says,  That s sexist. https://youtu.be/zP769IdU_YECowherd pointed out the flack comedian Louis C.K. received after his controversial appearance on Saturday Night Live last month, further proving Seinfeld s point. Louis  great gift is that he doesn t worry, he just does his thing,  he said. And Seinfeld s not scared to make his point, either:  If I wanted to say something, I would say it. But for now, Seinfeld will stick to covering the topics he can feels he can make humorous, PC or not.  I talk about the subjects I talk about because for some reason I can make them funny,  he said.  The ones I can t make funny, you don t hear. Via: Entertainment Weekly",politics,"Jun 8, 2015",0
BREAKING: OBAMACARE REPEAL Clears First Hurdle…Dems Get Snarky,"The Senate voted 51-48 this afternoon to proceed to the resolution, S. Con. Res. 3, which would set up a filibuster-proof process, ensuring the chamber s consideration of legislation repealing parts of Obamacare and replacing it, either as one bill or as separate measures.The 54-page document, unveiled yesterday by Budget Chairman Mike Enzi, directs committees of jurisdiction to come up with Affordable Care Act legislation by Jan. 27, meaning a repeal bill could be to Donald Trump s desk by the end February, lawmakers said today.The House Ways and Means and Energy and Commerce as well as the Senate Finance and Health, Education, Labor, and Pensions committees are charged with drafting the legislation.Senate action came as Obama and Pence both headed to the Capitol to meet with their respective parties to discuss efforts to preserve or undo the health-care law. House Ways and Means Chairman Kevin Brady of Texas said that an Obamacare replacement proposal would be laid out on a step-by-step basis and could be fully written by the August recess.The Obama administration immediately hit back with the comment that the Senate vote was passed by a  pretty narrow margin Josh Earnest went on to say that the Republicans will be responsible for the ensuing chaos LOL! Via: ZH",politics,"Jan 4, 2017",0
"At G20 summit, Trump pledges $639 million in aid to four countries","HAMBURG (Reuters) - U.S. President Donald Trump on Saturday promised $639 million in aid to feed people left starving because of drought and conflict in Somalia, South Sudan, Nigeria and Yemen. Trump’s pledge came during a working session of the G20 summit of world leaders in Hamburg, providing a “godsend” to the United Nations’ World Food Programme, the group’s executive director, David Beasley, told Reuters on the sidelines of the meeting. “We’re facing the worst humanitarian crisis since World War Two,” said Beasley, a Republican and former South Carolina governor who was nominated by Trump to head the U.N. agency fighting hunger worldwide. The new funding brings to over $1.8 billion aid promised by the United States for fiscal year 2017 for the crises in the four countries, where the United Nations has estimated more than 30 million people need urgent food assistance. “With this new assistance, the United States is providing additional emergency food and nutrition assistance, life-saving medical care, improved sanitation, emergency shelter and protection for those who have been affected by conflict,” USAID said in a statement. Rob Jenkins, acting head of the USAID’s bureau of democracy, conflict and humanitarian assistance, said of the funding, over $191 million would go to Yemen, $199 million to South Sudan, $121 million to Nigeria and almost $126 million for Somalia. Conflict in all four countries had made it difficult to reach some communities in need of food, he noted. “We’re in a dire situation right now,” said Jenkins, adding that USAID was also concerned with the situation in southern Ethiopia. “The situation in southern Ethiopia fortunately does not rise to the dire situation of the other four, but the situation is deteriorating and might very well be catastrophic without additional interventions,” he said, adding that Washington had already provided some $252 million this year to Ethiopia, “but the needs continue to grow.” Beasley said the U.S. funding was about a third of what the WFP estimated was required this year to deal with urgent food needs in the four countries in crisis as well as in other areas. The WFP estimates that 109 million people around the world will need food assistance this year, up from 80 million last year, with 10 of the 13 worst-affected zones stemming from wars and “man-made” crises, Beasley said. “We estimated that if we didn’t receive the funding we needed immediately that 400,000 to 600,000 children would be dying in the next four months,” he said. Trump’s announcement came after his administration proposed sharp cuts in funding for the U.S. State Department and other humanitarian missions as part of his “America First” policy. Beasley said the agency had worked hard with the White House and the U.S. government to secure the funding, but Trump would insist that other countries contributed more as well. A WFP spokesman said Germany recently pledged an additional 200 million euros for food relief. ",politicsNews,"July 8, 2017 ",1
 Everyone Is Freaking Out Over This ‘Visitor’ At A Bernie Sanders Rally (VIDEO/TWEETS),"People are freaking out all over the internet over a winged  intruder  at a Bernie Sanders rally in Portland. In the middle of Sander s speech, a small and beautiful bird floated down and joined him on the podium.This is not some Matthew Bay-level CGI effect   it actually happened. Sanders broke off mid-speech as the bird hovered around above him, and the packed stadium laughed and applauded. But then, to everyone s surprise, the bird actually flew down and settled on the lectern. I think there s some symbolism here,  Sanders said.  That little bird is really a dove asking us for world peace. This sent the crowd into uproar, and the meme-makers went into overdrive.There was some speculation about what would have happened to the poor bird if it had innocently flapped its way into a Trump rally.@politico If this was a Trump rally.. his goons would beat it up or one of the cult members would shoot it  Greg King (@Megreg916) March 25, 2016And the whole affair is certainly not going to help Portland rid itself of the Portlandia gag #PutABirdOnIt.A little bird told me that @BernieSanders is really a Disney Princess.Also Portland you're taking that #PutABirdOnIt thing way too serious  kelly kapowski (@Colo_Kelly) March 25, 2016For those who missed that joke. Sketch show Portlandia, which satirizes the uber-liberal Oregon city, made it famous with this skit.It didn t take long for the sparrow to become the patron saint of the #FeelTheBern movement, who even honored it with a name. They continued to praise it at the puntastic hashtag #BirdieSanders.My cynicism for all things political dims in response to #BirdieSanders  J. Wolff Hughes (@JWOLFFH) March 25, 2016Even birds love him  Make this man the President of the United States already. #BirdieSanders pic.twitter.com/RmclxLyiUr  Rebekah Lopez (@BekahLeee) March 25, 2016Peeps a vote for Bernie is a vote for #BirdieSanders. Say  owl caucus tomorrow."" Toucan make a difference #LeftWing https://t.co/mKb7HwaDvB  Billy (@billy_gendell) March 25, 2016Or as Obama would say: Yes Toucan.The news even made it international, with prominent British activists sharing their one disbelief.Omg!!! What!!. pic.twitter.com/0vvicZmLcO @JolyonMaugham  ARTIST TAXI DRIVER (@chunkymark) March 25, 2016This has literally lit up the internet with even conservative-edged The Hill feeling the need to pass comment. Amid all the hullaballoo   Sanders himself remained entertained and humble about the whole thing. The candidate hinted at further partnership with Birdie Sanders, perhaps a potential running mate should he defeat Hillary in the primaries?#BirdieSanders and I are on our way to our rally in Seattle at Safeco Field. Meet us there: https://t.co/eJGkfGsA5M pic.twitter.com/05LhBpMrne  Bernie Sanders (@BernieSanders) March 25, 2016And with that Bernie Sanders heads to Seattle, home of the $15 minimum wage, to continue his battle to overcome Hillary Clinton for the Democratic nomination.Featured Image via Screengrab",News,"March 25, 2016",0
‘SLEEPY’ JUSTICE GINSBURG: Excites Crowd By Saying She’d Back Abolition Of The Electoral College [Video],So much for the SCOTUS not being political Check out her comments on equality for women. It s like she s time traveled back to the 50 s. What is the deal with these women that think we re still in the dark ages!,left-news,"Feb 7, 2017",0
 It’s Mueller Time!: Russia Probe Just Got Worse For Trump And It’s Going To Hurt,"Justice Department deputy solicitor general Michael Dreeben will assist Robert Mueller and he s no slacker. He has argued more than 100 cases before the U.S. Supreme Court so his resume is worthy of joining the investigation into possible coordination between Trump s associates and Russian officials. Donald Trump had better stock up on aspirin because team Mueller is going to be all up in his business. The move signals that Mueller may be seeking advice on complex areas of criminal law, including what constitutes obstruction of justice and that has been an issue of debate for a while now. Most recently, when former FBI Director James Comey testified Thursday.Dreeben is the department s go-to lawyer on criminal justice cases and is highly respected by Democrats and Republicans alike due to his encyclopedic knowledge of criminal law, according to the Washington Post.Dreeben has been pulled into the investigation to work part time for Mueller while he continues to oversee the department s criminal appellate cases, according to Justice officials.According to former and current Justice Department officials, Mueller s recruitment of Dreeben into the probe shows how serious he is about the investigation and signals complexities in the investigation.Dreeben is thought of as brilliant in his area of expertise:Michael is the most brilliant and most knowledgeable federal criminal lawyer in America   period,  said Walter Dellinger, a law professor at Duke University School of Law and acting solicitor general for the 1996-1997 term of the Supreme Court. I learned early on in my time as acting [solicitor general] that there was no point of ever thinking of second-guessing Michael on a matter of federal criminal law because he just knew more than I did or could ever know,  Dellinger said.  He s a straight shooter, and is held in the greatest esteem by the FBI and lawyers in U.S. attorneys offices all over the country. It s not just Dreeben:Mueller s team includes Jeannie Rhee, a former deputy assistant attorney general and a partner in the investigations practice at WilmerHale, and Andrew Weissmann, the chief of the Justice Department s fraud section who oversaw corruption investigations including the probe into cheating by Volkswagen on diesel emissions tests over.Aaaand, Trump s lawyer can t even spell  President  so that s kind of sad, don t you think? Marc Kasowitz, Trump s life-long personal attorney, issued a statement to refute Comey s testimony. The only problem is that it was riddled with errors, including the spelling of  President.  Spelling is HARD.Trump better lawyer up but hire someone more effective because it s Mueller Time!Featured image via Drew Angerer/Getty Images",News,"June 9, 2017",0
One dead after light aircraft collides on Caernarfon runway,"(Reuters) - British Police said that one person died after a light aircraft collision at Caernarfon Airport in Wales on Thursday. The police said in a Facebook post that the pilot of the aircraft had died after it collided on the runway and caught fire.   A cordon is in place around the site and we are urging the public to remain clear of the area to allow the emergency services to deal with the incident,  Sharon McCairn , Chief Inspector for North Wales Police said. ",worldnews,"September 6, 2017 ",1
"PM May's deputy to keep job after pornography claims, ITV says","LONDON (Reuters) - Prime Minister Theresa May s senior minister will not have to resign over claims that police found pornography on a work computer and that he made an inappropriate sexual advance against a young woman, ITV political editor Robert Peston said on Monday. First Secretary of State Damian Green will be told on Wednesday that the Cabinet Office and the prime minister will inform him that he can keep his job, Peston said on his Facebook page. May s office declined to comment on the report. Peston said no other women came forward to present evidence against Green and that police testimony does not prove he watched the porn on the parliamentary computer. Two retired police officers alleged the pornography was discovered on Green s computer by officers during an inquiry into government leaks in 2008. Earlier on Monday, a spokesman for the prime minister said there are procedures to go through in the investigation and once they are complete the government will publish the findings.  Green, who is a close ally of May, has denied the allegations. If Green is cleared it would be a boost to the prime minister after she lost two ministers last month: one was forced to quit in a sexual harassment scandal and another over undisclosed meetings with Israeli officials. ",worldnews,"December 11, 2017 ",1
Michigan governor expects no charges over Flint crisis: newspaper,"(Reuters) - Michigan Governor Rick Snyder said he had “no reason to be concerned” he would be charged in connection with the Flint drinking water crisis that exposed city residents to high levels of lead, the Detroit Free Press reported on Thursday.   Snyder made the comments to the newspaper on Wednesday, the day after two Flint emergency managers appointed by the governor were indicted on felony charges of conspiring to violate safety rules. “I have no reason to be concerned,” Snyder was quoted as saying, while acknowledging he could not speak on behalf of state Attorney General Bill Schuette. Both Snyder and Schuette are Republicans. Snyder told the paper much of the $3.5 million in taxes he is using for his criminal defense was being spent to find and prepare records requested by Schuette and the U.S. Attorney’s Office, which is also investigating the water scandal. Schuette has filed 43 criminal charges against 13 current and former state and local officials, including the emergency managers this week. Snyder’s office did not immediately respond to requests for comment on the interview. Flint has been at the center of a public health crisis since last year, when tests found high amounts of lead in blood samples taken from children in the poor, predominantly black city of about 100,000 residents. Critics have called for charges to be brought against the governor, who has been in office since 2011, as well as other high-ranking state officials. Snyder has said he believes he did nothing criminally wrong. Asked at a news conference on Tuesday whether the investigation would lead to charges against senior state officials, Schuette said no one was excluded from the probe.  Flint’s water contamination was linked to a switch of its source to the Flint River from Lake Huron in April 2014, a change made in an attempt to cut costs, while the city was under state-run emergency management.  ",politicsNews,"December 22, 2016 ",1
Al Qaeda warns Myanmar of 'punishment' over Rohingya,"YANGON (Reuters) - Al Qaeda militants have called for support for Myanmar s Rohingya Muslims, who are facing a security crackdown that has sent about 400,000 of them fleeing to Bangladesh, warning that Myanmar would face  punishment  for its  crimes . The exodus of Muslim refugees from Buddhist-majority Myanmar was sparked by a fierce security force response to a series of Rohingya militant attacks on police and army posts in the country s west on Aug. 25. The Islamist group behind the Sept. 11, 2001, attacks on the Untied States issued a statement urging Muslims around the world to support their fellow Muslims in Myanmar with aid, weapons and  military support .  The savage treatment meted out to our Muslim brothers ... shall not pass without punishment,  al Qaeda said in a statement, according to the SITE monitoring group.   The government of Myanmar shall be made to taste what our Muslim brothers have tasted.  Myanmar says its security forces are engaged in a legitimate campaign against  terrorists , whom it blames for attacks on the police and army, and on civilians. The government has warned of bomb attacks in cities, and al Qaeda s call to arms is likely to compound those concerns.  We call upon all mujahid brothers in Bangladesh, India, Pakistan, and the Philippines to set out for Burma to help their Muslim brothers, and to make the necessary preparations   training and the like - to resist this oppression,  the group said.  ",worldnews,"September 13, 2017 ",1
Trump wants ex-Goldman partner Mnuchin to run U.S. Treasury: Fox Business,"WASHINGTON (Reuters) - Republican Donald Trump wants his campaign finance chairman, Steven Mnuchin, to be his Treasury secretary if he wins next week’s U.S. presidential election, Fox Business Network reported on Thursday, citing sources. Mnuchin, a former partner at Goldman Sachs Group Inc who also founded and runs the hedge fund company Dune Capital Management LP, joined Trump’s campaign in May as his chief fundraiser. Fox Business Network, citing unnamed sources from inside the Trump campaign, said the New York businessman has told his team he wants Mnuchin to lead the U.S. Treasury Department if he wins the Nov. 8 election.  Representatives for the Trump campaign did not immediately respond to a request for comment. Trump largely funded his own campaign during the primary contest for Republican presidential nomination but moved to join with the Republican National Committee to jointly fundraise his general election campaign against Democrat Hillary Clinton. He has still contributed millions of his own funds.   Trump has faced a significant fundraising deficit compared with his Democratic rival Hillary Clinton. Trump raised a total of $255 million, including about $56 million of his own money, compared to Clinton’s $513 million for the entire election cycle through Oct. 19. Last week, Trump pledge to donate an additional $10 million of his own personal funds. Mnuchin previously spent 17 years at Goldman Sachs and has helped finance numerous Hollywood movies, according to Bloomberg. He also previously worked for Soros Fund Management LLC, a hedge fund firm led by George Soros, a Clinton backer. Over the years, Mnuchin has donated thousands to Republicans as well as Democrats, according to federal campaign finance records, including to Clinton’s 2008 presidential campaign and her earlier Senate races.   Mnuchin, a graduate of Yale University who serves on several boards, resigned last year from the board of CIT Group Inc. ",politicsNews,"November 3, 2016 ",1
"COWARDLY BLACK BLOC THUG Dane Powell Pleads Guilty…Faces 6 Yrs In Prison For Rioting, Assaulting Police During Trump’s Inauguration [VIDEO]","Take note cowardly anti-American thugs, your Black Bloc brother will soon to be wearing orange for a very long time A Florida man with the radical  black bloc  protest network pleaded guilty Friday to felony rioting and assault for his role in the Inauguration Day chaos in Washington, D.C.Dane Powell, 31, of Tampa was the first to enter a guilty plea on felony charges brought against 212 protesters accused of rioting and vandalizing property during the Jan. 20 melee surrounding President Trump s swearing-in ceremony.Here s a photo of Dane Powell and friend Tracy Penokie posing for a picture that was posted on The Ybor City website on inauguration day in DC just before the activities  rioting began:Dane is seen again with a mega phone here and a  free Palestine  t-shirt with his friend Tracy:Scheduled to be sentenced July 7, he faces a possible six years in prison for breaking windows and throwing a  brick, large rock or piece of concrete  at officers after joining a mob of masked black bloc protesters who moved en masse across 16 blocks in about 30 minutes, according to the U.S. Attorney s Office.The plea was announced by U.S. Attorney for the District of Columbia Channing D. Phillips and Peter Newsham, Metropolitan Police Department acting chief.Carrying hammers, crowbars, metal poles and wooden sticks, the self-described anarchists broke windows at a dozen businesses, including Starbucks, McDonald s and Bank of America; pulled newspaper stands and trash cans into the streets; spray-painted buildings, and shattered the windows of a police cruiser and limousine.WATCH this incredible video of Blac Block and Antifa anarchists in Washington DC during President Trump s inauguration:Federal prosecutors released a superseding indictment Thursday that brought additional felony counts against some defendants, including Powell, which brought an outcry from protesters. Washington Times",left-news,"Apr 29, 2017",0
"Trump pressures Lockheed, says told Boeing to price out fighter aircraft","HONOLULU/LOS ANGELES (Reuters) - U.S. President-elect Donald Trump heaped pressure on Lockheed Martin Corp on Thursday, saying he viewed costs for the aerospace company’s F-35 fighter as too high and had asked Boeing Co to offer a price for an older aircraft that lacks the same stealth capabilities.  Trump posted his Twitter message a day after the president-elect met with the chief executives of both aerospace companies, using the bully pulpit to press them on projects he says are too expensive.  In after-hours trading following Trump’s tweet, Lockheed shares fell 2 percent and Boeing’s rose 0.7 percent. “Based on the tremendous cost and cost overruns of the Lockheed Martin F-35, I have asked Boeing to price-out a comparable F-18 Super Hornet!” Trump said. Lockheed declined to comment. The F-35 program is a critical sales generator for the company, accounting for 20 percent of last year’s revenue of $46.1 billion. The Pentagon did not immediately respond to a request for comment. Boeing spokesman Todd Blecher said in an email that the company was committed to providing the capability and affordability to meet national security needs. While the F-35 program has been dogged by problems and costs have escalated to an estimated $379 billion, it is significantly newer than the F-18, which does not have the same stealth capabilities.  “They’re two completely different aircraft from different generations,” said Phillip Carter, a senior fellow at the Center for a New American Security, a Washington-based think tank. “It’s like comparing an old jeep to a Humvee.” Dan Grazier of the Project on Government Oversight, a nonprofit that investigates government contractors, said the F-35’s stealth capabilities drove the cost up, but its usefulness had not yet been demonstrated. He said canceling the program, however, would be “disruptive.” On the campaign trail, Trump touted his negotiating skills as a businessman, and he appears to be using similar tactics as he prepares to take office on Jan. 20. It was not clear how his blunt style would translate to Pentagon procurement or international diplomacy.     On Wednesday, Trump met the CEOs of Lockheed and Boeing at his resort in Palm Beach, Florida. Boeing CEO Dennis Muilenburg told reporters there that he had guaranteed costs would not get out of control for a replacement to Air Force One, the presidential plane, another project Trump calls too expensive.     Lockheed Chief Executive Marillyn Hewson did not speak to reporters but said in a statement that the meeting was “productive.” Trump told reporters he wanted to cut the F-35 program’s costs.  If he scrapped the F-35, such a move by a new administration would have some precedent. Then-President Jimmy Carter canceled the B-1 bomber program in June 1977, although it was resurrected by his White House successor, Ronald Reagan. Trump’s jockeying for leverage via his Twitter account is likely to be a hurdle for all U.S. defense contractors in the next administration, Roman Schweizer, aerospace and defense analyst at financial services firm Cowen & Co, wrote in a note to clients on Thursday. “We have no idea how this plays out but believe ‘Twitter risk’ for defense companies could be a significant issue over the next four years,” Schweizer wrote. “This is Lockheed Martin’s time in the barrel.” ",politicsNews,"December 22, 2016 ",1
"In schools and hospitals, Turkey carves north Syria role","AL-BAB, Syria/BEIRUT/ANKARA (Reuters) - Children returning to school in the northern Syrian city of al-Bab were handed a new textbook this term:  T rk e  reniyorum  -  I am learning Turkish . Turkish lessons, Turkish signposts, Turkish-trained police and most recently a Turkish post office all point to Turkey s deepening role in an area of northern Syria it captured from Islamic State (IS) with the help of Syrian rebels. Turkish administrators are even helping to run hospitals in the area.  Ankara has taken on a widening role in the 100-km (60-mile) stretch of territory seized in its eight-month long  Euphrates Shield  operation, laying the foundations for long-term ties with an area that is of crucial strategic importance to Turkey. Launched to drive IS away from the border, the operation also aimed to block further expansion by Syrian Kurdish groups that Ankara deems a threat to its national security. With the Euphrates Shield region calm for months, Ankara says it wants to help recovery and to encourage a return of Syrian refugees, millions of whom fled the six-year-long war into Turkey. But Turkish support is also consolidating the region s status as a Syrian opposition-held territory where Turkey-backed Syrian opposition groups are building their own government even as the forces of President Bashar al-Assad win back swathes of the country elsewhere.  After Daesh (Islamic State) was expelled ... we returned and the cities were suffering from large-scale destruction and general ruin,  said Mohammad Karaz, director of education in al-Bab.  Some schools were wiped out entirely,  he said.  The restoration was done by our Turkish brothers who restored 10 schools, one of which we are sitting in today,  he said during an interview at the Major Bulent al-Bayrak elementary school, named after a Turkish officer killed while fighting Islamic State for control of al-Bab.  Arabs and Turks are siblings  reads a mural in the schoolyard. Turkish aid includes stationery, books and clothes. Karaz said the schools were teaching a Syrian curriculum modified to remove the state s Baathist ideology. The decision to add Turkish was taken unanimously by Syrian education officials in the area, he said. Turkish classes, taught by Syrians trained in Turkey, have started for pupils aged between six and nine. Explaining the decision, Karaz noted that two-thirds of al-Bab citizens had sought refuge in Turkey. Turkish authorities had given assurances that qualifications from schools in the area would  be recognized in Turkey and students can apply to Turkish universities , he said. A senior Turkish official said Ankara aimed to recreate  the conditions to bring life back to normal  in the area which is located northeast of the city of Aleppo and stretches to the western bank of the Euphrates River. Turkish support included health care, security, food and police training.   Turkey wants the Syrians living (in Turkey) to return to their country ... However, it will continue to host the Syrians here and provide humane living conditions for the Syrians in the regions under its control for as long as necessary,  the official told Reuters. Turkish President Tayyip Erdogan, in a speech last weekend, said:  We don t have a wish to occupy these lands but we want the rightful owners to go back there.  Damascus has, however, long accused Turkey, a major backer of the Syrian opposition to Assad, of colonial ambitions in northern Syria. The front page of the pro-Damascus Lebanese newspaper al-Akhbar on Thursday declared that Ankara was undertaking the  Turkification  of the area. Turkey s intervention was driven chiefly by concern over the growing sway of Syrian Kurdish groups seen by Ankara as an extension of the Kurdistan Workers Party (PKK), which has waged a three-decade long insurgency against the Turkish state. The Euphrates Shield operation shattered the Syrian Kurds  hopes of joining up two Kurdish-dominated regions of northern Syria, where the war has allowed Kurdish militia to carve out their own autonomous regions. The Syrian opposition s efforts to establish their own  interim government  in the Euphrates Shield area received a big boost this week when a Free Syrian Army (FSA) rebel group handed it control of a border crossing to Turkey. The interim government s aims include drawing investment to move  the people from a state of war to work and building the region , said Khaled Aaba, a senior official with the Jabha Shamiya FSA group that handed over Bab al-Salama crossing. Crediting Turkey for standing by  Syrians in their travails , he said Ankara was  actively participating in supporting administrative and service institutions in the area .  The existence of (the interim) government better organizes this relationship.  Turkey s support to the health sector has included repairing and expanding hospitals previously operated by the Syrian state. Turkish administrators are working alongside Syrians at the Hikmeh Hospital in al-Bab, said Ahmad Aabo, a Syrian medical official in the city. Turkey s main project is a 200-bed hospital that will replace one destroyed during the war with IS.  The companies taking control of the construction are Turkish, we don t have companies capable of doing such a project,  said Aabo, speaking to Reuters in a telephone interview from the city. He said work on the hospital, which began a month ago, should be completed by New Year, comparing the rapid pace of the Turkish project with the 25 years it had taken to build its predecessor.     Turkish support for Syrian security forces has included training police officers who began deploying in the region in January. Abdel Razzak al-Laz, the head of the  National Police and General Security Forces , said 7,000 have now been deployed.      Everyone wants the return of security and stability, wants to see a police patrol at night and during the day,  said Laz, a police director when he defected to the opposition in 2012.  The numbers are increasing, and there are continuous courses.       ",worldnews,"October 12, 2017 ",1
 Watch Hillary’s Reaction When Security Tries To Kick Shirtless Male Supporters Out Of Her Rally,"Democratic frontrunner Hillary Clinton had a couple of really enthusiastic supporters show up at her Buena Park, California rally on Wednesday. In fact, they were so enthusiastic she had to stop her security team from throwing them out of the event because they decided to remove their shirts.As security moved to escort the shirtless men out of her rally, one of them yelled,  Hillary, they re kicking us out because we don t have our shirts on. They re making us leave because we don t have shirts on.  A laughing Clinton responded by asking security to stop and saying: Well, you know what? As long as they don t take anything else off. You know, you gotta make split decisions that s what leadership is all about. We are a big diverse country. OK, where was I? I gotta admit, it is a little distracting standing up here looking at them. So I m gonna look over this way, and I m gonna look over that way. I m gonna look back there. It was a great moment for Clinton to show off the sense of humor a lot of people do not realize she has. The right wing often accuses her of being an Ice Queen, but she is actually very funny. Her response also highlighted the vast differences between her campaign and that of Republican nominee Donald Trump. The GOP candidate s rallies are filled with violence and hate, while Clinton s is filled with positivity. It s like night and day.Watch:Featured image via video screenshot",News,"May 26, 2016",0
New Hampshire governor asks Trump to stop Indonesian deportation effort,"BOSTON (Reuters) - New Hampshire Governor Chris Sununu on Monday publicly called on U.S. President Donald Trump, a fellow Republican, to halt an effort to deport 69 Indonesian Christians who fled violence in that country two decades ago and are living illegally in the state. The group had been living near the state’s coast under the terms of a 2010 deal worked out with Immigration and Customs Enforcement (ICE) that allowed them to remain so long as they handed in their passports and turned up for regular check-ins with immigration officials. That changed starting in August when members of the group who arrived for scheduled meetings with ICE officials at the agency’s Manchester, New Hampshire, office were told to buy one-way plane tickets back to Indonesia, which they fled after 1998 riots that left about 1,000 people dead. “I am respectfully requesting that your administration reconsider its decision to deport these individuals, and I urge a resolution that will allow them to remain in the United States,” Sununu said in a letter to Trump dated Friday, which his office made public on Monday. Several members of the group, who are all ethnic Chinese, told Reuters they fear that they would face discrimination or violence if they returned to the world’s largest majority-Muslim country. “While I firmly believe that we must take steps to curb illegal immigration, it is also imperative that we make the process for legal immigration more streamlined and practical,” Sununu wrote. The White House did not respond to a request for comment. Immigration advocates have filed lawsuits in Boston on behalf of 47 members of the group asking a federal court judge to intervene. Chief U.S. District Judge Patti Saris has ordered a stay to the deportations, but has indicated that she has little jurisdiction over immigration, which is handled by the Executive Office for Immigration review. She is currently weighing whether she can order a longer delay to give the affected people, many of whom have U.S.-born children, time to renew their efforts to gain legal status. Most of the group entered the United States legally on tourist visas following the riots, which erupted at the start of the Asian financial crisis. They overstayed their visas and failed to apply for asylum on time, but have been allowed to live openly under the accord with ICE, negotiated with the help of U.S. Senator Jeanne Shaheen, a Democrat. ",politicsNews,"October 23, 2017 ",1
